Obec/město/KATASTR,Okres,Kraj,PČR útvar,Číslo katastru,Původní (chybné) zařazení/Poznámka,PRIORITA
Bobnice,Nymburk,Středočeský kraj,OOP Nymburk,,,
Budiměřice,Nymburk,Středočeský kraj,OOP Nymburk,,,
Dvory,Nymburk,Středočeský kraj,OOP Nymburk,,,
Hořátev,Nymburk,Středočeský kraj,OOP Nymburk,,,
Jizbice,Nymburk,Středočeský kraj,OOP Nymburk,,,
Kamenné Zboží,Nymburk,Středočeský kraj,OOP Nymburk,,,
Kostomlátky,Nymburk,Středočeský kraj,OOP Nymburk,,,
Kostomlaty nad Labem,Nymburk,Středočeský kraj,OOP Nymburk,,,
Kovanice,Nymburk,Středočeský kraj,OOP Nymburk,,,
Krchleby,Nymburk,Středočeský kraj,OOP Nymburk,,,
Nymburk,Nymburk,Středočeský kraj,OOP Nymburk,,,
Všechlapy,Nymburk,Středočeský kraj,OOP Nymburk,,,
Blatnice,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Heřmanova Huť,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Hněvnice,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Kbelany,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Líně,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Lochousice,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Nýřany,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Přehýšov,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Rochlov,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Tlučná,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Úherce,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Vejprnice,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Zbůch,Plzeň-sever,Plzeňský kraj,OOP Nýřany,,,
Běhařov,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Chudenín,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Dešenice,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Dlažov,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Hamry,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Janovice nad Úhlavou,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Javor,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Klenová,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Nýrsko,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Strážov,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Týnec,Klatovy,Plzeňský kraj,OOP Nýrsko,,,
Bečov,Most,Ústecký kraj,OOP Obrnice,,,
Bělušice,Most,Ústecký kraj,OOP Obrnice,,,
Braňany,Most,Ústecký kraj,OOP Obrnice,,,
Havraň,Most,Ústecký kraj,OOP Obrnice,,,
Korozluky,Most,Ústecký kraj,OOP Obrnice,,,
Lišnice,Most,Ústecký kraj,OOP Obrnice,,,
Lužice,Most,Ústecký kraj,OOP Obrnice,,,
Malé Březno,Most,Ústecký kraj,OOP Obrnice,,,
Obrnice,Most,Ústecký kraj,OOP Obrnice,,,
Patokryje,Most,Ústecký kraj,OOP Obrnice,,,
Polerady,Most,Ústecký kraj,OOP Obrnice,,,
Skršín,Most,Ústecký kraj,OOP Obrnice,,,
Volevčice,Most,Ústecký kraj,OOP Obrnice,,,
Želenice,Most,Ústecký kraj,OOP Obrnice,,,
Bašť,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Bořanovice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Čakovičky,Mělník,Středočeský kraj,OOP Odolená Voda,,,
Hovorčovice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Husinec,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Klecany,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Klíčany,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Kojetice,Mělník,Středočeský kraj,OOP Odolená Voda,,,
Líbeznice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Máslovice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Měšice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Nová Ves,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Odolena Voda,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Panenské Břežany,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Postřižín,Mělník,Středočeský kraj,OOP Odolená Voda,,,
Předboj,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Sedlec,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Veliká Ves,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Větrušice,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Vodochody,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Zdiby,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Zlonín,Praha-východ,Středočeský kraj,OOP Odolená Voda,,,
Heřmanice u Oder,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Heřmánky,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Jakubčovice nad Odrou,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Luboměř,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Mankovice,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Odry,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Spálov,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Vražné,Nový Jičín,Moravskoslezský kraj,OOP Odry,,,
Bransouze,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Brtnička,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Čechtín,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Červená Lhota,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Chlístov,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Chlum,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Číchov,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Číhalín,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Heraltice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Horní Smrčné,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Hrutov,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Hvězdoňovice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Kněžice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Kouty,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Markvartice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Nová Ves,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Okříšky,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Opatov,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Petrovice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Pokojovice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Předín,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Přibyslavice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Radonín,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Radošov,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Rokytnice nad Rokytnou,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Štěměchy,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
Zašovice,Třebíč,Kraj Vysočina,OOP Třebíč,,Bylo OOP Okříšky.Sloučeno pod OOP Třebíč,2
LAZCE,Olomouc,Olomoucký kraj,OOP Olomouc 1,710598,,2
OLOMOUC - MĚSTO,Olomouc,Olomoucký kraj,OOP Olomouc 1,710504,,2
HODOLANY,Olomouc,Olomoucký kraj,OOP Olomouc 2,710873,pouze západní část vymezená železniční tratí,2
NEMILANY,Olomouc,Olomoucký kraj,OOP Olomouc 2,703109,,2
NOVÁ ULICE,Olomouc,Olomoucký kraj,OOP Olomouc 2,710717,pouze část vymezená na jih ulicemi Hněvotínská a Štítného a dále na východ železniční tratí,2
NOVÉ SADY U OLOMOUCE,Olomouc,Olomoucký kraj,OOP Olomouc 2,710814,,2
NOVÝ SVĚT U OLOMOUCE,Olomouc,Olomoucký kraj,OOP Olomouc 2,710920,,2
POVEL,Olomouc,Olomoucký kraj,OOP Olomouc 2,710784,,2
SLAVONÍN,Olomouc,Olomoucký kraj,OOP Olomouc 2,750387,,2
BĚLIDLA,Olomouc,Olomoucký kraj,OOP Olomouc 3,710881,,2
Bystrovany,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
ČERNOVÍR,Olomouc,Olomoucký kraj,OOP Olomouc 3,710571,pouze východní část vymezená řekou,2
CHVÁLKOVICE,Olomouc,Olomoucký kraj,OOP Olomouc 3,710911,,2
Grygov,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
Hlušovice,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
HODOLANY,Olomouc,Olomoucký kraj,OOP Olomouc 3,710873,pouze východní část vymezená železniční tratí,2
HOLICE U OLOMOUCE,Olomouc,Olomoucký kraj,OOP Olomouc 3,641227,,2
KLÁŠTERNÍ HRADISKO,Olomouc,Olomoucký kraj,OOP Olomouc 3,710555,,2
Krčmaň,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
Majetín,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
PAVLOVIČKY,Olomouc,Olomoucký kraj,OOP Olomouc 3,710938,,2
TÝNEČEK,Olomouc,Olomoucký kraj,OOP Olomouc 3,772411,,2
Velký Týnec,Olomouc,Olomoucký kraj,OOP Olomouc 3,,,
CHOMOUTOV,Olomouc,Olomoucký kraj,OOP Olomouc 4,652415,,2
HEJČÍN,Olomouc,Olomoucký kraj,OOP Olomouc 4,710644,,2
Horka nad Moravou,Olomouc,Olomoucký kraj,OOP Olomouc 4,,,
Křelov-Břuchotín,Olomouc,Olomoucký kraj,OOP Olomouc 4,,,
NEŘEDÍN,Olomouc,Olomoucký kraj,OOP Olomouc 4,710687,,2
NOVÁ ULICE,Olomouc,Olomoucký kraj,OOP Olomouc 4,710717,pouze část vymezená na sever ulicemi Hněvotínská a Štítného a dále na západ železniční tratí,2
ŘEPČÍN,Olomouc,Olomoucký kraj,OOP Olomouc 4,710946,,2
Skrbeň,Olomouc,Olomoucký kraj,OOP Olomouc 4,,,
TOPOLANY U OLOMOUCE,Olomouc,Olomoucký kraj,OOP Olomouc 4,767760,,2
Budišovice,Opava,Moravskoslezský kraj,OOP Opava,,,
Hrabyně,Opava,Moravskoslezský kraj,OOP Opava,,,
Kyjovice,Opava,Moravskoslezský kraj,OOP Opava,,,
Nové Sedlice,Opava,Moravskoslezský kraj,OOP Opava,,,
Opava,Opava,Moravskoslezský kraj,OOP Opava,,,
Otice,Opava,Moravskoslezský kraj,OOP Opava,,,
Pustá Polom,Opava,Moravskoslezský kraj,OOP Opava,,,
Slavkov,Opava,Moravskoslezský kraj,OOP Opava,,,
Štáblovice,Opava,Moravskoslezský kraj,OOP Opava,,,
Těškovice,Opava,Moravskoslezský kraj,OOP Opava,,,
Uhlířov,Opava,Moravskoslezský kraj,OOP Opava,,,
Doubrava,Karviná,Moravskoslezský kraj,OOP Orlová,,,
Orlová,Karviná,Moravskoslezský kraj,OOP Orlová,,,
,,,OOP Ostrava - Hrabůvka,,,
,,,OOP Ostrava - Mariánské Hory,,,
Klimkovice,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 1,,,
Olbramice,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 1,,,
Zbyslavice,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 1,,,
Čavisov,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,,,
Dolní Lhota,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,,,
Horní Lhota,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,,,
Velká Polom,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,,,
Vřesina,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,,,
,,,OOP Ostrava - Přívoz,,,
,,,OOP Ostrava - Střed,,,
,,,OOP Ostrava - Vítkovice,,,
,,,OOP Ostrava - Zábřeh,,,
DOUPOV U HRADIŠTĚ,Karlovy Vary,Karlovarský kraj,OOP Ostrov,990833,OOP Bochov,2
Hájek,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Hroznětín,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Krásný Les,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Kyselka,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
OKOUNOV U HRADIŠTĚ,Karlovy Vary,Karlovarský kraj,OOP Ostrov,930032,OOP Bochov,2
Ostrov,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
RADONICE U HRADIŠTĚ,Karlovy Vary,Karlovarský kraj,OOP Ostrov,930067,OOP Bochov,2
Sadov,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Šemnice,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Stráž nad Ohří,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
STRÁŽ U HRADIŠTĚ I,Karlovy Vary,Karlovarský kraj,OOP Ostrov,929981,OOP Bochov,2
STRÁŽ U HRADIŠTĚ II,Karlovy Vary,Karlovarský kraj,OOP Ostrov,929999,OOP Bochov,2
Velichov,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
Vojkovice,Karlovy Vary,Karlovarský kraj,OOP Ostrov,,,
VOJKOVICE U HRADIŠTĚ,Karlovy Vary,Karlovarský kraj,OOP Ostrov,930008,OOP Bochov,2
ŽĎÁR U HRADIŠTĚ,Karlovy Vary,Karlovarský kraj,OOP Ostrov,990388,OOP Bochov,2
Hostišová,Zlín,Zlínský kraj,OOP Otrokovice,,,
Machová,Zlín,Zlínský kraj,OOP Otrokovice,,,
Mysločovice,Zlín,Zlínský kraj,OOP Otrokovice,,,
Otrokovice,Zlín,Zlínský kraj,OOP Otrokovice,,,
Sazovice,Zlín,Zlínský kraj,OOP Otrokovice,,,
Tlumačov,Zlín,Zlínský kraj,OOP Otrokovice,,,
Arneštovice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Bořetice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Bratřice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Buřenice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Čáslavsko,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Cetoraz,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Chyšná,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Chýstovice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Dobrá Voda u Pacova,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Důl,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Eš,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Hořepník,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Kámen,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Košetice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Křešín,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Lesná,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Litohošť,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Lukavec,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Martinice u Onšova,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Mezilesí,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Obrataň,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Onšov,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Pacov,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Pošná,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Rovná,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Salačova Lhota,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Samšín,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Těchobuz,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Útěchovice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Útěchovice pod Stražištěm,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Útěchovičky,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Velká Chyška,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Věžná,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Vyklantice,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Vysoká Lhota,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Zhořec,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Zlátenka,Pelhřimov,Kraj Vysočina,OOP Pacov,,,
Baška,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
CHLEBOVICE,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,651150,OOP Frýdek-Místek,2
Hukvaldy,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
Kozlovice,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
Lhotka,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
Metylovice,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
Palkovice,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,,,
PARDUBICE,Pardubice,Pardubický kraj,OOP Pardubice 1,717657 (pouze část),,1
OHRAZENICE,Pardubice,Pardubický kraj,OOP Pardubice 2,709328,,2
PARDUBICE,Pardubice,Pardubický kraj,OOP Pardubice 2,717657 (pouze část),,2
ROSICE NAD LABEM,Pardubice,Pardubický kraj,OOP Pardubice 2,741205,,2
RYBITVÍ,Pardubice,Pardubický kraj,OOP Pardubice 2,743852 (pouze část),,2
SEMTÍN,Pardubice,Pardubický kraj,OOP Pardubice 2,747386,,2
STARÉ HRADIŠTĚ,Pardubice,Pardubický kraj,OOP Pardubice 2,754366,,2
Staré Hradiště,Pardubice,Pardubický kraj,OOP Pardubice 2,,,2
TRNOVÁ,Pardubice,Pardubický kraj,OOP Pardubice 2,717959,,2
Borek,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Bukovina nad Labem,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Časy,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Choteč,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Dašice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Dříteč,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Kostěnice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Kunětice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Lány u Dašic,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Moravany,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Němčice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Ráby,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Rokytno,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Sezemice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Slepotice,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Spojil,Pardubice,Pardubický kraj,OOP Pardubice 3,,"Enkláva, správně přiřazená k OOP Pardubice 3; špatně je její okolí",1
Úhřetická Lhota,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Újezd u Sezemic,Pardubice,Pardubický kraj,OOP Pardubice 3,,,
Barchov,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
Bezděkov,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
Čepí,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
DRAŽKOVICE,Pardubice,Pardubický kraj,OOP Pardubice 4,632252,,2
Dubany,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
Jezbořice,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
LÁNY NA DŮLKU,Pardubice,Pardubický kraj,OOP Pardubice 4,679071,,2
Mikulovice,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
MNĚTICE,Pardubice,Pardubický kraj,OOP Pardubice 4,619981,,2
NEMOŠICE,Pardubice,Pardubický kraj,OOP Pardubice 4,703249,,2
NOVÉ JESENČANY,Pardubice,Pardubický kraj,OOP Pardubice 4,718084,,2
OPOČÍNEK,Pardubice,Pardubický kraj,OOP Pardubice 4,679089,,2
Ostřešany,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
PARDUBICE,Pardubice,Pardubický kraj,OOP Pardubice 4,717657 (pouze část),,2
Srnojedy,Pardubice,Pardubický kraj,OOP Pardubice 4,,"Enkláva, správně přiřazená k OOP Pardubice 4; špatně přiřazené je její okolí",1
SRNOJEDY,Pardubice,Pardubický kraj,OOP Pardubice 4,679097,,2
STARÉ ČÍVICE,Pardubice,Pardubický kraj,OOP Pardubice 4,754170,,2
Staré Jesenčany,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
Starý Mateřov,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
SVÍTKOV,Pardubice,Pardubický kraj,OOP Pardubice 4,718033,,2
Třebosice,Pardubice,Pardubický kraj,OOP Pardubice 4,,,
Horní Maršov,Trutnov,Královéhradecký kraj,OOP Pec pod Sněžkou,,,
Malá Úpa,Trutnov,Královéhradecký kraj,OOP Pec pod Sněžkou,,,
Pec pod Sněžkou,Trutnov,Královéhradecký kraj,OOP Pec pod Sněžkou,,,
Břežany I,Kolín,Středočeský kraj,OOP Pečky,,,
Cerhenice,Kolín,Středočeský kraj,OOP Pečky,,,
Chotutice,Kolín,Středočeský kraj,OOP Pečky,,,
Dobřichov,Kolín,Středočeský kraj,OOP Pečky,,,
Klášterní Skalice,Kolín,Středočeský kraj,OOP Pečky,,,
Křečhoř,Kolín,Středočeský kraj,OOP Pečky,,,
